,Drug,Gene
4309,DB07264,5594
4310,DB00338,495
4311,DB00204,3757
4312,DB00402,2554
4313,DB08870,943
4314,DB00898,10369
4315,DB00613,3176
4316,DB01764,1576
4317,DB00656,1565
4318,DB04491,629
4319,DB00578,5321
4320,DB00458,1128
4321,DB00612,1565
4322,DB06701,6531
4323,DB08399,506
4324,DB08139,1017
4325,DB00602,1576
4326,DB04463,873
4327,DB00128,445
4328,DB00321,4988
4329,DB01762,2184
4330,DB06944,890
4331,DB00145,2905
4332,DB00171,5243
4333,DB00818,54600
4334,DB01583,7067
4335,DB01576,6530
4336,DB03636,4317
4337,DB08896,3815
4338,DB00031,7123
4339,DB08897,1128
4340,DB00397,4128
4341,DB01119,3778
4342,DB01118,153
4343,DB07908,5216
4344,DB00850,1555
4345,DB01159,2567
4346,DB00606,759
4347,DB03227,349565
4348,DB00160,6509
4349,DB00401,100861540
4350,DB00401,1551
4351,DB03223,1938
4352,DB00257,1559
4353,DB00228,2561
4354,DB00974,5446
4355,DB00025,5624
4356,DB07830,1803
4357,DB06077,3356
4358,DB02261,2760
4359,DB02647,1017
4360,DB01559,2566
4361,DB00898,2890
4362,DB04318,4320
4363,DB05044,5836
4364,DB00899,4988
4365,DB00741,1585
4366,DB02772,51493
4367,DB00289,2902
4368,DB04003,3932
4369,DB00814,5226
4370,DB02894,760
4371,DB00195,1565
4372,DB00726,1129
4373,DB05464,4790
4374,DB09202,151
4375,DB01988,1432
4376,DB04797,1432
4377,DB01812,6036
4378,DB01170,6530
4379,DB01142,3356
4380,DB00313,6326
4381,DB01127,1576
4382,DB04953,9132
4383,DB00312,2567
4384,DB00720,5743
4385,DB00897,2554
4386,DB00672,1559
4387,DB00659,2562
4388,DB04724,3683
4389,DB06943,6868
4390,DB06262,1644
4391,DB01436,1594
4392,DB00246,1544
4393,DB01989,7093
4394,DB03796,27095
4395,DB00238,1544
4396,DB00540,148
4397,DB02558,4311
4398,DB01072,1576
4399,DB04716,3717
4400,DB05050,4985
4401,DB00673,1557
4402,DB04395,7155
4403,DB00321,1557
4404,DB00570,51175
4405,DB00091,1577
4406,DB00650,7298
4407,DB07476,760
4408,DB03921,7046
4409,DB09036,3569
4411,DB00907,100861540
4412,DB00907,1551
4413,DB01142,6530
4414,DB00241,2565
4415,DB00943,100861540
4416,DB00943,1551
4417,DB01186,1815
4418,DB06779,462
4419,DB03127,6768
4420,DB00446,1558
4421,DB00914,5562
4422,DB08330,27089
4423,DB00899,4985
4424,DB00604,1559
4425,DB00714,3350
4426,DB00673,1559
4427,DB01520,2905
4428,DB03186,6035
4429,DB02407,890
4430,DB04851,9429
4431,DB04946,3269
4432,DB00282,2224
4433,DB04150,5066
4434,DB05003,6241
4435,DB05412,1432
4436,DB00067,553
4437,DB00318,1577
4438,DB00412,1565
4439,DB00813,1576
4440,DB08810,3360
4441,DB08231,3172
4442,DB00126,64175
4443,DB04805,6167
4444,DB00313,1557
4445,DB00481,2099
4446,DB00703,1576
4447,DB00778,1576
4448,DB00863,3274
4449,DB03379,7167
4450,DB04395,3706
4451,DB00704,4986
4452,DB04281,1723
4453,DB00203,1559
4454,DB00122,9468
4455,DB08049,1312
4456,DB00241,2562
4457,DB00321,1558
4458,DB07086,2099
4459,DB01282,5021
4460,DB00334,1813
4461,DB07866,3290
4462,DB00458,146
4463,DB02325,1118
4464,DB00321,3274
4465,DB01236,2562
4466,DB00112,715
4467,DB07083,2147
4468,DB01028,1576
4469,DB04889,1813
4470,DB01693,3615
4471,DB01224,152
4472,DB00468,2815
4473,DB00685,7153
4474,DB01864,382
4475,DB04657,6389
4476,DB00543,2566
4477,DB04888,1813
4478,DB05475,51284
4479,DB01558,2564
4480,DB03784,5320
4481,DB01239,3356
4482,DB08015,5602
4483,DB00327,1559
4484,DB00436,759
4485,DB00661,784
4486,DB00381,775
4487,DB01472,150
4488,DB04871,1565
4489,DB00100,2159
4490,DB01110,4846
4491,DB00160,8942
4492,DB01087,1565
4493,DB00669,3355
4494,DB01576,148
4495,DB00323,1312
4496,DB00641,1555
4497,DB02931,15
4498,DB00892,6336
4499,DB01577,6531
4500,DB07563,1513
4501,DB00197,1588
4502,DB00696,3350
4503,DB02329,3290
4504,DB08602,5150
4505,DB05814,2280
4506,DB06738,2905
4507,DB00342,1128
4508,DB00482,1565
4509,DB01244,8912
4510,DB00015,5340
4511,DB00613,1543
4512,DB02681,1163
4513,DB08361,6850
4514,DB08813,4609
4515,DB00477,1576
4516,DB00731,54600
4517,DB00656,148
4518,DB00197,1557
4519,DB00949,116443
4521,DB04866,4313
4522,DB09014,3358
4523,DB00622,146
4524,DB07024,1017
4525,DB02869,1513
4527,DB00636,5465
4528,DB01601,1557
4529,DB00268,3350
4530,DB00054,2215
4531,DB01041,4790
4532,DB01046,1181
4533,DB08093,1432
4534,DB08912,79858
4535,DB01049,3356
4536,DB01115,1571
4537,DB07897,2147
4538,DB01108,3284
4539,DB00819,762
4540,DB01007,1544
4541,DB02727,4842
4542,DB00160,2875
4543,DB07266,6790
4544,DB00201,5140
4545,DB00801,2567
4546,DB03176,7067
4547,DB00131,1385
4548,DB00216,3350
4549,DB00723,147
4550,DB07855,5566
4551,DB01270,7422
4552,DB00339,7498
4553,DB00864,1577
4554,DB00723,146
4555,DB01567,2567
4556,DB04905,1576
4557,DB03461,23530
4558,DB08450,7046
4559,DB04464,4513
4560,DB00572,1131
4561,DB00213,495
4562,DB00463,2557
4563,DB00548,6718
4564,DB00909,761
4565,DB00783,1576
4566,DB02740,3105
4567,DB04142,5770
4568,DB04828,1576
4569,DB00069,3455
4570,DB00112,714
4571,DB01076,1577
4572,DB03754,262
4573,DB05421,6869
4574,DB06268,1559
4575,DB00468,100861540
4576,DB00468,1551
4577,DB00157,26227
4578,DB00409,3356
4579,DB00321,1565
4580,DB00268,150
4581,DB03443,5644
4582,DB01378,476
4583,DB07323,10988
4584,DB00799,5916
4585,DB00142,8833
4586,DB01224,1576
4587,DB00142,162417
4588,DB01559,2567
4589,DB00428,1571
4590,DB01349,186
4591,DB03496,1022
4592,DB01392,3352
4593,DB04754,4860
4594,DB03783,1543
4595,DB04855,153
4596,DB01088,5739
4597,DB08435,5468
4598,DB04530,383
4599,DB04926,116443
4600,DB05241,5294
4601,DB08804,4129
4602,DB00972,1544
4603,DB00139,8974
4604,DB07821,7941
4605,DB02091,1017
4606,DB00408,147
4607,DB07369,4233
4608,DB07942,1432
4609,DB00087,2215
4610,DB01205,2561
4611,DB07639,2147
4612,DB08468,1457
4613,DB03880,4317
4614,DB01640,5140
4615,DB00013,6768
4616,DB05066,3586
4617,DB01333,1576
4618,DB00998,3352
4619,DB04404,1118
4620,DB01184,1814
4621,DB00313,6324
4622,DB00266,1728
4623,DB00157,4697
4624,DB00381,1577
4625,DB00184,8973
4626,DB00273,2555
4627,DB05492,3357
4628,DB01198,5742
4629,DB08040,4048
4630,DB02548,2821
4631,DB09079,2260
4632,DB01472,4129
4633,DB01107,2559
4634,DB06589,2321
4635,DB00342,3269
4636,DB01207,6916
4637,DB08035,367
4638,DB00475,2564
4639,DB00376,1132
4640,DB01105,1576
4641,DB07930,51
4642,DB05407,1906
4643,DB01023,4306
4644,DB03507,7132
4645,DB00526,1545
4646,DB04638,487
4648,DB00526,1543
4649,DB00363,150
4650,DB01224,148
4651,DB00615,1544
4652,DB01268,5156
4653,DB00882,1548
4654,DB00089,2346
4655,DB04977,1571
4656,DB07574,84790
4657,DB06209,1576
4658,DB00502,100861540
4659,DB00502,1551
4660,DB00139,64175
4661,DB01618,1128
4662,DB05036,7015
4663,DB09076,1133
4664,DB00421,6462
4665,DB08864,1576
4666,DB00580,1557
4667,DB00497,1577
4668,DB00731,1577
4669,DB03087,392399
4670,DB04903,2555
4671,DB08283,2629
4672,DB02366,5644
4673,DB00897,1559
4674,DB04395,54822
4675,DB01016,19
4676,DB04574,2099
4677,DB04522,5967
4678,DB00477,3363
4679,DB00622,776
4680,DB00162,5959
4681,DB08533,1017
4682,DB00257,1588
4683,DB08326,23205
4684,DB00142,2744
4685,DB00758,1555
4686,DB00786,4318
4687,DB01244,7134
4688,DB01058,64816
4689,DB01958,200895
4690,DB04912,3163
4691,DB08228,4835
4692,DB01277,3643
4693,DB00214,5742
4694,DB08738,5550
4695,DB01001,153
4696,DB00395,1557
4697,DB01136,6401
4698,DB06637,3747
4699,DB01367,1544
4700,DB00046,1544
4701,DB00675,1548
4702,DB00788,1559
4703,DB01060,1557
4704,DB01438,6323
4705,DB08051,1803
4706,DB01007,1571
4707,DB00006,4353
4708,DB00215,148
4709,DB04857,1813
4710,DB06945,11096
4711,DB01548,4986
4712,DB01074,1555
4713,DB00220,1555
4714,DB00794,1137
4715,DB00489,3757
4716,DB07053,5468
4717,DB03639,1725
4718,DB00652,4988
4719,DB07218,9479
4720,DB07421,367
4721,DB01252,7364
4722,DB00619,5156
4723,DB00852,6530
4724,DB01041,7124
4725,DB07664,814
4726,DB00997,7498
4727,DB06216,3356
4728,DB00264,154
4729,DB00996,134
4730,DB00017,799
4731,DB05786,8880
4732,DB01169,5595
4733,DB06080,3791
4734,DB00458,1132
4735,DB03251,5644
4736,DB00958,2944
4737,DB08413,250
4738,DB03225,1610
4739,DB02264,3082
4740,DB00066,2492
4741,DB00182,146
4742,DB00463,55879
4743,DB08690,4519
4744,DB06725,1559
4745,DB00753,1571
4746,DB00370,152
4747,DB00114,5834
4748,DB00110,2214
4749,DB00110,713
4750,DB06711,148
4751,DB06702,1576
4752,DB01544,1548
4753,DB05073,23411
4754,DB07895,100529261
4755,DB07895,2342
4756,DB01224,3363
4757,DB00184,1576
4758,DB00074,2209
4759,DB08848,6529
4760,DB05382,4540
4761,DB00028,100293534
4762,DB00028,721
4763,DB08353,1457
4764,DB00151,9054
4765,DB02994,4846
4766,DB04917,3360
4767,DB06956,3320
4768,DB05109,1565
4769,DB00768,6273
4770,DB03010,203068
4771,DB01142,3274
4772,DB00224,1576
4773,DB00795,38
4774,DB08200,590
4775,DB00141,8703
4776,DB08357,43
4777,DB01065,4544
4778,DB06846,3156
4779,DB07873,9453
4780,DB00334,3357
4781,DB08620,89832
4782,DB00261,1544
4783,DB00092,714
4784,DB01224,1812
4785,DB03401,3708
4786,DB02162,3094
4787,DB00246,1129
4788,DB00216,3363
4789,DB01181,1559
4790,DB05080,11255
4791,DB06841,2147
4792,DB00844,4988
4793,DB07027,2147
4794,DB07778,29796
4795,DB07659,2147
4796,DB05161,1991
4797,DB08167,43
4798,DB00887,6558
4799,DB05829,5746
4800,DB01623,1813
4801,DB00744,54600
4802,DB00298,146
4803,DB07778,1537
4804,DB03385,760
4805,DB04920,775
4806,DB00393,775
4807,DB00231,706
4808,DB00976,1565
4809,DB05759,3480
4810,DB00161,586
4811,DB00897,706
4812,DB01355,1557
4813,DB07389,4843
4814,DB00477,801
4815,DB00477,805
4816,DB00477,808
4817,DB00774,476
4818,DB01037,1555
4819,DB00922,3767
4820,DB06741,54659
4821,DB00801,2558
4822,DB02556,1392
4823,DB00146,1594
4824,DB00144,8527
4825,DB00321,1576
4826,DB00753,2563
4827,DB00818,2566
4828,DB00431,2560
4829,DB00025,2147
4830,DB02597,4311
4831,DB01193,154
4832,DB03203,5817
4833,DB05492,148
4834,DB01079,3360
4835,DB00285,1565
4836,DB01115,3736
4837,DB01364,43
4838,DB01244,801
4839,DB01244,805
4840,DB01244,808
4841,DB02759,4069
4842,DB04105,125
4843,DB00173,6733
4844,DB05494,1633
4845,DB00316,1544
4846,DB00721,6336
4847,DB08056,3932
4848,DB00667,1559
4849,DB02047,5742
4850,DB06650,931
4851,DB00157,7498
4852,DB01162,148
4853,DB01215,1576
4854,DB04888,3350
4855,DB06637,3748
4856,DB08487,2159
4857,DB00835,1571
4858,DB02755,4074
4859,DB00404,2558
4860,DB05022,7153
4861,DB06094,3315
4862,DB00686,2246
4863,DB00075,715
4864,DB06977,5566
4865,DB01254,3932
4866,DB01236,1555
4867,DB04315,5911
4868,DB08515,5694
4869,DB00176,1571
4870,DB00726,155
4871,DB01591,1129
4872,DB00254,23569
4873,DB01110,1559
4874,DB01595,2554
4875,DB00143,27306
4876,DB03461,3156
4877,DB01234,1555
4878,DB00098,3690
4879,DB01291,154
4880,DB00454,1133
4881,DB00544,7298
4882,DB00521,154
4883,DB00731,100861540
4884,DB00731,1551
4885,DB04890,3269
4886,DB07065,1017
4887,DB00126,112398
4888,DB06879,4843
4889,DB02659,1349
4890,DB04315,1938
4891,DB01106,23620
4892,DB01131,1571
4893,DB01234,64816
4894,DB00457,150
4895,DB04469,5144
4896,DB00143,2952
4897,DB05147,7278
4898,DB05147,113457
4899,DB05745,4048
4900,DB01189,2890
4901,DB07182,1360
4902,DB08180,2339
4903,DB01388,775
4904,DB00121,3141
4905,DB00142,2894
4906,DB07503,5294
4907,DB01182,6331
4908,DB00988,6531
4909,DB00135,6898
4910,DB07851,1803
4911,DB02563,1892
4912,DB05187,5467
4913,DB00633,150
4914,DB04147,1723
4915,DB00114,8942
4916,DB08453,7386
4917,DB05428,6241
4918,DB00740,23657
4919,DB05471,4791
4920,DB05139,80310
4921,DB01101,1066
4922,DB01437,2566
4923,DB00988,1812
4924,DB00543,6530
4925,DB05223,10013
4926,DB00651,5141
4927,DB08811,5139
4928,DB00872,1576
4929,DB08930,54658
4930,DB01049,2559
4931,DB08932,1909
4932,DB00356,1571
4933,DB01217,1576
4934,DB00203,8654
4935,DB05412,3553
4936,DB08080,57591
4937,DB01708,2902
4938,DB01238,3358
4939,DB08550,5409
4940,DB09079,2322
4941,DB02623,998
4942,DB00165,1543
4943,DB04616,43
4944,DB00748,1558
4945,DB02379,1463
4946,DB00193,1576
4947,DB00201,5141
4948,DB00051,714
4949,DB00002,716
4950,DB00143,9446
4951,DB00186,2554
4952,DB07431,1017
4953,DB07637,2057
4954,DB08426,2159
4955,DB08780,1111
4956,DB00995,3551
4957,DB01191,1559
4958,DB00832,1557
4959,DB00321,3352
4960,DB08885,7422
4961,DB03010,7278
4962,DB03010,113457
4963,DB01238,3269
4964,DB04464,7316
4965,DB01088,5144
4966,DB02207,4843
4967,DB02210,5319
4968,DB01698,1565
4969,DB08197,3320
4970,DB06706,6571
4971,DB01466,5447
4972,DB00072,2209
4973,DB00468,1576
4974,DB00843,1565
4975,DB00517,1128
4976,DB01826,4151
4977,DB08235,10094
4978,DB01734,5770
4979,DB00218,7153
4980,DB00286,1576
4981,DB06101,2321
4982,DB01183,4988
4983,DB00481,1558
4984,DB07239,1803
4985,DB08538,1017
4986,DB00359,1571
4987,DB04881,5243
4988,DB03147,2639
4989,DB04459,1675
4990,DB00987,978
4991,DB05905,3360
4992,DB07842,5468
4993,DB01184,1565
4994,DB01587,2554
4995,DB02745,11157
4996,DB06709,1131
4997,DB00499,1576
4998,DB00158,8836
5000,DB00721,3781
5001,DB06216,3351
5002,DB08813,6403
5003,DB00536,6035
5004,DB02418,7322
5005,DB00191,6530
5006,DB00778,5243
5007,DB08814,4790
5008,DB04094,2280
5009,DB04395,7415
5010,DB01110,27094
5011,DB04602,6167
5012,DB01129,495
5013,DB03401,5962
5014,DB00898,775
5015,DB00075,713
5016,DB07592,1513
5017,DB00725,1132
5018,DB00897,100861540
5019,DB00897,1551
5020,DB06720,2629
5021,DB06865,2147
5022,DB00129,2628
5023,DB00454,4988
5024,DB01159,51305
5025,DB06196,290
5026,DB01238,1816
5027,DB00674,1141
5028,DB01223,1576
5029,DB02709,1544
5030,DB03428,1017
5031,DB05339,3350
5032,DB08930,64816
5033,DB01579,6530
5034,DB03661,1514
5035,DB08195,1520
5036,DB07230,2100
5037,DB06204,6530
5038,DB00969,1544
5039,DB00143,51022
5040,DB03904,760
5041,DB04306,200895
5042,DB03330,2739
5043,DB03991,4759
5044,DB00514,1559
5045,DB04905,5243
5046,DB07395,5836
5047,DB07401,7386
5048,DB07336,1111
5049,DB00659,2563
5050,DB02308,5646
5051,DB00795,5743
5052,DB00397,1544
5053,DB07586,55869
5054,DB00316,10
5055,DB07089,23621
5056,DB00925,150
5057,DB00589,3357
5058,DB00518,1576
5059,DB02887,4830
5060,DB05129,7153
5061,DB01497,4986
5062,DB00508,1812
5063,DB00142,2900
5064,DB08173,2159
5065,DB08258,2053
5066,DB08818,1404
5067,DB00675,1571
5068,DB00980,1576
5069,DB01962,3055
5070,DB05252,4843
5071,DB00241,2898
5072,DB03496,1024
5073,DB03976,5645
5074,DB07294,5916
5075,DB03023,6714
5076,DB03959,3082
5077,DB01406,6347
5078,DB07029,4843
5079,DB00540,3269
5080,DB00347,8913
5081,DB01842,6035
5082,DB00074,714
5083,DB05386,590
5084,DB04101,1017
5085,DB00300,205
5086,DB04444,2770
5087,DB00208,1557
5088,DB00470,1559
5089,DB00879,1633
5090,DB01410,1576
5091,DB00582,1557
5092,DB05194,1437
5093,DB00147,8566
5094,DB00313,54578
5095,DB00500,5743
5096,DB03633,2760
5097,DB01953,1432
5098,DB08386,10846
5099,DB00668,147
5100,DB03372,3558
5101,DB08614,1990
5102,DB00284,2548
5103,DB07115,377677
5104,DB00139,6391
5105,DB06404,710
5106,DB06694,151
5107,DB00186,2566
5108,DB00526,6647
5109,DB03349,3094
5110,DB04786,6261
5111,DB00822,1571
5112,DB01079,1559
5113,DB01151,1132
5114,DB06822,6387
5115,DB07364,1020
5116,DB07788,5594
5117,DB00129,4947
5118,DB00909,766
5119,DB00543,2565
5120,DB01559,2558
5121,DB00981,43
5122,DB00553,1548
5123,DB07247,2152
5124,DB00938,1558
5125,DB03740,2629
5126,DB07108,598
5127,DB05864,10988
5128,DB00398,5159
5129,DB09049,1557
5130,DB00563,471
5131,DB01026,367
5132,DB00849,1137
5133,DB01359,3351
5134,DB01412,1571
5135,DB02587,108
5136,DB08805,3274
5137,DB00056,713
5138,DB04715,5292
5139,DB07995,83903
5140,DB01915,39
5141,DB05744,1401
5142,DB01054,8912
5143,DB00157,55967
5144,DB01201,64816
5145,DB08632,3039
5146,DB08632,3040
5147,DB01167,1571
5148,DB06772,1558
5149,DB00918,4128
5150,DB08888,5345
5151,DB00653,783
5152,DB01267,1812
5153,DB01206,1576
5154,DB01870,280
5155,DB03373,5644
5156,DB03435,2992
5157,DB00363,1133
5158,DB00100,2677
5159,DB01186,3352
5160,DB00048,1278
5161,DB00898,2557
5162,DB07798,5409
5163,DB04840,1543
5164,DB04141,7381
5165,DB00142,2730
5166,DB01354,2557
5167,DB00185,2326
5168,DB00186,2559
5169,DB07700,8644
5170,DB08088,367
5171,DB07353,2147
5172,DB01048,130
5173,DB00773,1577
5174,DB00157,645
5175,DB00623,1812
5176,DB01036,1557
5177,DB00530,1543
5178,DB00543,2563
5179,DB05134,3320
5180,DB05509,3350
5181,DB01427,5142
5182,DB09078,3815
5183,DB07950,883
5184,DB00540,1559
5185,DB01231,1131
5186,DB01075,5742
5187,DB00116,6470
5188,DB00436,7172
5189,DB00934,3269
5190,DB00157,4538
5191,DB02778,2203
5192,DB05676,5142
5193,DB00373,1557
5194,DB01035,1786
5195,DB00834,1565
5196,DB00117,3034
5197,DB05773,1576
5198,DB00266,79001
5199,DB00241,1139
5200,DB00241,89832
5201,DB02624,6548
5202,DB03276,2885
5203,DB07307,1432
5204,DB00312,2902
5205,DB00543,1133
5206,DB05235,7067
5207,DB03084,5602
5208,DB03710,4842
5209,DB00002,712
5210,DB00142,56267
5211,DB07450,231
5212,DB00622,1131
5213,DB00451,7068
5214,DB07651,5770
5215,DB03740,1636
5216,DB07827,4322
5217,DB01403,1131
5218,DB00458,1816
5219,DB01424,1544
5220,DB07652,51426
5221,DB00454,2903
5222,DB08631,5409
5223,DB00332,1128
5224,DB08804,1588
5225,DB00945,1558
5226,DB00142,2899
5227,DB00078,714
5228,DB00814,1576
5229,DB00696,3352
5230,DB00135,8565
5231,DB05452,552
5232,DB00334,1132
5233,DB00448,1565
5234,DB00571,1576
5235,DB03783,1557
5236,DB00477,1812
5237,DB00268,151
5238,DB06738,1555
5239,DB00568,1813
5240,DB00402,5742
5241,DB00176,1565
5242,DB05134,3326
5243,DB00572,1128
5244,DB00818,2567
5245,DB00598,147
5246,DB03754,1634
5247,DB03632,1118
5248,DB04856,1576
5249,DB00163,6647
5250,DB01223,134
5251,DB01352,2898
5252,DB00611,4985
5253,DB00455,1576
5254,DB08513,3643
5255,DB01588,1576
5256,DB06203,1803
5257,DB00762,54658
5258,DB01255,6531
5259,DB01437,1583
5260,DB01752,10196
5261,DB04643,5837
5262,DB04841,801
5263,DB04841,805
5264,DB04841,808
5265,DB04941,55107
5266,DB08864,1555
5267,DB00466,2554
5268,DB00635,1557
5269,DB00958,6647
5270,DB00794,1559
5271,DB04185,5009
5272,DB01137,7153
5273,DB01159,2559
5274,DB00139,5019
5275,DB05798,5576
5276,DB05266,5141
5277,DB06899,5972
5278,DB07286,367
5279,DB05475,7097
5280,DB00683,55879
5281,DB01021,759
5282,DB00153,7421
5283,DB03664,51727
5284,DB00475,2555
5285,DB06287,1576
5286,DB06148,1814
5287,DB07135,1803
5288,DB01221,4985
5289,DB02007,5837
5290,DB01589,1557
5291,DB00472,1557
5292,DB00770,5732
5293,DB01355,1544
5294,DB08809,5163
5295,DB01054,779
5296,DB01215,2559
5297,DB03894,4129
5298,DB00142,2806
5299,DB08674,2339
5300,DB01055,7299
5301,DB06777,9971
5302,DB04315,8766
5303,DB00334,2565
5304,DB00463,1137
5305,DB00709,30833
5306,DB00241,2557
5307,DB04387,5972
5308,DB00823,2099
5309,DB00935,148
5310,DB00999,762
5311,DB01030,7150
5312,DB08355,890
5313,DB00829,1577
5314,DB07485,2104
5315,DB02096,100
5316,DB08818,404037
5317,DB03849,5144
5318,DB01075,1565
5319,DB03512,6035
5320,DB00668,148
5321,DB00540,1133
5322,DB08893,590
5323,DB04141,28
5324,DB00548,6716
5325,DB00224,1577
5326,DB01765,1457
5327,DB00589,151
5328,DB00755,190
5329,DB04544,5837
5330,DB08019,4842
5331,DB00242,4860
5332,DB00342,1559
5333,DB00589,1576
5334,DB04868,1565
5335,DB01049,3360
5336,DB00171,269
5337,DB00231,2557
5338,DB01791,5144
5339,DB07613,27306
5340,DB06637,3742
5341,DB03796,1558
5342,DB00745,147
5343,DB00617,1559
5344,DB03127,1457
5345,DB01704,1504
5346,DB00651,134
5347,DB07522,2147
5348,DB01564,367
5349,DB00122,43
5350,DB00025,90411
5351,DB01785,2224
5352,DB00114,2571
5353,DB00313,1548
5354,DB01076,1559
5355,DB05892,4803
5356,DB01149,6530
5357,DB00363,1814
5358,DB00421,367
5359,DB00142,83733
5360,DB07546,1459
5361,DB00433,1565
5362,DB00150,7453
5363,DB03191,4143
5364,DB04799,1537
5365,DB05470,3553
5366,DB00852,3558
5367,DB00381,1555
5368,DB08815,3363
5369,DB07377,10988
5370,DB06919,2147
5371,DB08182,890
5372,DB01594,2570
5373,DB00201,3708
5374,DB00312,2561
5375,DB00531,1557
5376,DB00869,760
5377,DB00231,2559
5378,DB00543,2558
5379,DB00360,5743
5380,DB04216,3055
5381,DB00435,217
5382,DB00231,2567
5383,DB00347,1559
5384,DB00199,1576
5385,DB02527,610
5386,DB07540,1017
5387,DB00039,2261
5388,DB01017,240
5389,DB00005,7133
5390,DB00227,3156
5391,DB03044,1432
5392,DB04841,1543
5393,DB00773,1544
5394,DB05072,6869
5395,DB00322,7298
5396,DB07364,8851
5397,DB00683,2559
5398,DB00458,3350
5399,DB00988,1816
5400,DB01159,2741
5401,DB00601,4129
5402,DB02827,5770
5403,DB01189,2557
5404,DB00908,1565
5405,DB00929,5733
5406,DB02850,3242
5407,DB00501,2328
5408,DB07016,2147
5409,DB01420,54658
5410,DB03307,1017
5411,DB07815,344752
5412,DB03144,4842
5413,DB06016,1565
5414,DB06878,2147
5415,DB02309,3251
5416,DB08486,3039
5417,DB08486,3040
5418,DB09075,2159
5419,DB00116,4522
5420,DB04867,886
5421,DB00363,1128
5422,DB02545,9971
5423,DB00425,100861540
5424,DB00425,1551
5425,DB01439,4988
5426,DB08464,3326
5427,DB04953,54659
5428,DB06288,3363
5429,DB01346,3775
5430,DB04794,1588
5431,DB04462,1457
5432,DB00172,5033
5433,DB01594,2563
5434,DB01183,4986
5435,DB02692,4843
5436,DB02032,1636
5437,DB01520,116443
5438,DB02705,5328
5439,DB04859,43
5440,DB01429,801
5441,DB01429,805
5442,DB01429,808
5443,DB08141,1017
5444,DB07161,3717
5445,DB07954,5151
5446,DB03577,55
5447,DB01694,528
5448,DB01623,1565
5449,DB04707,5569
5450,DB00100,2157
5451,DB00145,23464
5452,DB00371,2561
5453,DB06144,148
5454,DB00248,3358
5455,DB04871,1576
5456,DB04151,58
5457,DB06216,151
5458,DB01233,1584
5459,DB08690,7385
5460,DB00097,2492
5461,DB08057,3932
5462,DB07844,2159
5463,DB00751,3269
5464,DB01496,2554
5465,DB01197,4318
5466,DB00188,1565
5467,DB01388,776
5468,DB07919,4128
5469,DB00809,1131
5470,DB00934,1129
5471,DB06414,1557
5472,DB00851,1544
5473,DB00157,3939
5474,DB00980,1557
5475,DB01863,57664
5476,DB04739,6714
5477,DB00289,2904
5478,DB04855,147
5479,DB01118,1576
5480,DB00263,1559
5481,DB00805,1565
5482,DB00996,116443
5483,DB01392,3767
5484,DB00543,3356
5485,DB06271,3053
5486,DB00297,1565
5487,DB00121,64087
5488,DB00526,1544
5489,DB00661,776
5490,DB01248,4137
5491,DB03240,2891
5492,DB07165,2147
5493,DB03243,5644
5494,DB00628,2568
5495,DB00590,148
5496,DB00945,6197
5497,DB00951,1565
5498,DB01601,1559
5499,DB02116,1020
5500,DB06785,2798
5501,DB04953,1548
5502,DB07617,1548
5503,DB03032,2948
5504,DB02652,1357
5505,DB01166,5139
5506,DB05190,5894
5507,DB08231,3630
5508,DB06603,1565
5509,DB01472,6531
5510,DB00376,1128
5511,DB02506,5499
5512,DB08114,5569
5513,DB00493,9356
5514,DB00908,9424
5515,DB02659,2172
5516,DB01589,200959
5517,DB02983,2100
5518,DB00659,2903
5519,DB07356,1803
5520,DB04630,1584
5521,DB00200,25974
5522,DB01186,151
5523,DB02379,6441
5524,DB03697,760
5525,DB00182,155
5526,DB00805,3357
5527,DB00073,2215
5528,DB00869,1576
5529,DB01159,116443
5530,DB04216,1558
